SL,HHNO,HOUSING_TYPE,HH_INCOME,BUSINESS_P_NO,EMPLOYED_P_NO,UNEMPLOYED_P_NO,CAR_OWN,MC_OWN
1,1,1,2,1,1,0,0,0
3,2,2,2,0,1,1,0,0
5,3,2,3,1,0,0,0,0
6,4,3,4,1,0,0,0,0
7,5,3,3,1,0,0,0,0
8,6,2,4,0,1,0,0,0
9,7,2,2,0,1,0,0,0
10,8,2,3,1,0,0,0,0
11,9,2,2,1,0,0,0,0
12,10,2,2,1,0,0,0,0
13,11,1,2,0,1,0,0,0
14,12,2,2,0,1,0,0,0
15,13,3,4,1,0,0,1,0
16,14,1,3,1,0,1,0,0
18,15,2,2,0,1,1,0,0
20,16,2,2,0,1,0,0,1
21,17,2,3,1,0,0,0,0
22,18,3,4,0,1,2,0,1
25,19,3,3,1,0,3,0,0
29,20,1,2,0,1,2,0,0
32,21,3,2,0,1,2,0,0
35,22,2,2,1,0,0,0,0
36,23,3,2,0,1,1,0,0
38,24,2,3,1,0,0,0,0
39,25,3,4,0,1,2,0,1
42,26,1,2,1,1,1,0,0
45,27,3,3,0,0,1,0,0
46,28,3,4,0,1,2,0,0
49,29,2,2,1,0,0,0,0
50,30,1,3,1,0,3,0,0
54,31,2,2,0,1,2,0,0
57,32,3,4,0,1,2,0,0
60,33,3,3,0,1,0,0,1
61,34,1,1,1,0,1,0,0
63,35,1,2,0,2,2,0,0
67,36,3,3,1,0,0,0,1
68,37,1,1,0,1,4,0,0
73,38,1,1,1,0,3,0,0
77,39,1,2,1,0,0,0,0
78,40,3,3,0,2,1,0,0
81,41,3,2,1,0,0,0,0
82,42,3,2,0,1,1,0,0
84,43,2,3,0,1,0,0,0
85,44,1,1,1,0,2,0,1
88,45,1,1,0,2,0,0,0
90,46,1,1,0,1,2,0,0
93,47,2,2,1,0,0,0,0
94,48,3,2,0,1,0,0,0
95,49,1,2,1,0,2,0,0
98,50,2,3,1,0,0,0,0
99,51,1,2,1,0,0,0,0
100,52,3,4,0,1,2,1,0
103,53,3,2,1,1,1,0,1
106,54,3,4,1,0,2,0,1
109,55,2,2,0,1,0,0,0
110,56,3,4,1,0,2,1,0
113,57,3,4,1,0,2,1,0
116,58,2,4,1,0,2,1,1
119,59,3,4,0,0,3,0,0
122,60,3,3,1,0,1,0,1
124,61,1,1,0,1,2,0,0
127,62,1,2,1,0,1,0,0
129,63,3,4,1,0,3,0,1
133,64,3,4,0,1,2,0,0
136,65,1,2,0,1,2,0,0
139,66,2,2,1,0,2,0,0
142,67,1,1,0,1,1,0,0
144,68,3,4,0,1,2,0,1
147,69,2,3,0,1,2,0,0
150,70,1,2,0,1,2,0,0
153,71,2,2,0,1,0,0,0
154,72,3,2,0,2,1,0,0
157,73,1,2,0,2,1,0,1
160,74,1,2,1,2,1,0,0
164,75,1,1,0,1,1,0,0
166,76,3,4,2,0,1,1,0
169,77,1,1,1,0,1,0,0
171,78,3,4,1,0,2,1,0
174,79,2,2,1,0,3,0,0
178,80,1,1,0,1,1,0,0
180,81,1,1,1,0,1,0,0
182,82,1,2,0,1,2,0,0
185,83,1,2,1,0,1,0,0
187,84,3,1,0,1,2,0,0
190,85,2,2,0,1,1,0,0
192,86,1,2,2,1,1,0,0
196,87,1,2,0,1,1,0,0
198,88,3,1,0,1,2,0,0
201,89,1,1,0,1,2,0,0
204,90,2,2,0,1,2,0,0
207,91,3,2,1,0,0,0,0
208,92,2,1,1,0,1,0,1
210,93,3,3,0,1,0,0,0
211,94,1,1,0,1,1,0,0
213,95,3,2,1,0,2,0,0
216,96,3,2,0,2,2,0,0
220,97,2,2,0,1,0,0,0
221,98,3,2,0,2,0,0,0
223,99,1,1,0,1,2,0,0
226,100,1,1,0,1,0,0,0
227,101,1,2,0,2,0,0,0
229,102,3,4,0,1,2,1,0
232,103,3,4,1,0,2,1,0
235,104,2,2,1,0,1,0,0
237,105,3,4,1,0,2,0,1
240,106,3,2,1,0,2,0,0
243,107,1,1,1,0,0,0,0
244,108,3,3,1,1,1,0,0
247,109,1,1,0,1,1,0,0
249,110,2,3,1,0,2,0,1
252,111,2,4,1,0,2,0,1
255,112,2,2,0,1,2,0,0
258,113,3,4,1,0,1,0,0
260,114,3,4,1,1,2,0,1
264,115,3,2,0,1,1,0,0
266,116,3,4,1,0,3,0,1
270,117,1,1,1,0,1,0,0
272,118,3,2,0,1,1,0,0
274,119,1,2,1,0,3,0,0
278,120,1,2,0,0,3,0,0
281,121,3,1,0,1,1,0,0
283,122,3,4,1,0,2,0,1
286,123,3,2,0,1,1,0,0
288,124,2,2,0,1,2,0,0
291,125,3,4,1,0,3,1,0
295,126,1,1,0,1,1,0,0
297,127,1,1,0,1,2,0,0
300,128,1,1,0,1,1,0,0
302,129,3,4,1,1,1,0,1
305,130,3,4,0,1,2,0,1
308,131,3,4,1,0,1,1,0
310,132,3,4,1,0,1,0,1
312,133,3,2,0,1,1,0,1
314,134,1,1,0,1,2,0,0
317,135,1,1,0,1,2,0,0
320,136,1,1,0,2,0,0,0
322,137,2,1,0,1,1,0,0
324,138,3,4,1,0,3,1,1
328,139,3,3,1,0,0,0,0
329,140,3,2,1,0,0,0,0
330,141,3,2,1,0,1,0,0
332,142,2,2,0,1,0,0,0
333,143,3,3,2,0,0,0,0
335,144,3,2,0,1,0,0,0
336,145,3,2,0,1,0,0,1
337,146,3,2,0,1,0,0,0
338,147,3,4,1,0,0,1,0
339,148,3,1,0,1,0,0,0
340,149,3,3,1,0,0,0,1
341,150,3,2,0,1,0,0,0
342,151,2,2,1,1,2,0,0
346,152,3,1,0,2,1,0,0
349,153,3,4,1,0,3,0,1
353,154,1,1,0,2,2,0,0
357,155,3,4,0,1,5,0,1
363,156,2,3,1,0,3,0,1
367,157,3,4,1,2,1,0,1
371,158,3,4,1,0,2,0,0
374,159,3,2,0,1,4,0,1
379,160,3,2,1,0,3,0,0
383,161,2,2,1,0,3,0,1
387,162,2,1,1,0,2,0,0
390,163,2,2,1,0,2,0,0
393,164,1,2,0,1,2,0,0
396,165,3,2,1,0,0,0,1
397,166,3,4,1,0,2,1,1
400,167,1,2,0,1,3,0,0
404,168,3,2,0,1,1,0,0
406,169,1,1,0,1,2,0,0
409,170,3,2,0,1,3,0,0
413,171,3,4,1,0,1,1,0
415,172,1,1,0,1,2,0,0
418,173,1,1,0,2,0,0,1
420,174,1,3,0,1,3,0,1
424,175,1,1,0,1,2,0,0
427,176,3,2,0,1,1,0,1
429,177,3,4,1,1,1,1,1
432,178,3,3,1,0,2,0,0
435,179,3,2,0,1,0,0,0
436,180,3,4,0,2,1,1,1
439,181,2,2,1,0,1,0,0
441,182,3,2,1,0,0,0,1
442,183,2,2,1,0,3,0,0
446,184,2,2,1,0,0,0,0
447,185,2,2,0,1,2,0,0
450,186,3,4,1,0,0,1,0
451,187,2,2,0,1,0,0,0
452,188,2,2,0,2,2,0,0
456,189,1,1,1,0,3,0,0
460,190,3,2,0,1,1,0,0
462,191,1,1,0,1,2,0,0
465,192,1,1,0,1,2,0,0
468,193,2,2,0,1,3,0,0
472,194,3,4,1,0,3,0,1
476,195,1,1,1,1,2,0,0
480,196,3,2,0,2,2,0,0
484,197,3,1,0,1,2,0,0
487,198,1,1,0,1,3,0,0
491,199,3,4,0,1,2,1,0
494,200,2,2,0,1,2,0,0
497,201,3,3,1,0,3,0,1
501,202,1,1,0,1,1,0,0
503,203,3,2,0,1,0,0,0
504,204,2,2,0,1,4,1,0
509,205,1,1,0,1,3,0,0
513,206,1,2,0,1,2,0,1
516,207,3,4,2,1,2,1,0
521,208,2,2,0,1,0,0,0
522,209,1,2,1,0,2,0,0
525,210,3,4,1,0,3,0,0
529,211,3,1,0,1,2,0,0
532,212,3,4,1,0,3,1,1
536,213,1,1,1,0,2,0,0
539,214,3,3,1,0,1,0,1
541,215,3,4,1,0,3,0,1
545,216,3,4,2,0,3,0,1
550,217,3,4,1,0,3,0,0
554,218,1,2,1,0,2,0,1
557,219,2,2,0,1,2,0,1
560,220,3,2,0,1,0,0,0
561,221,1,2,1,0,2,0,0
564,222,2,3,0,1,2,0,1
567,223,1,2,0,1,3,0,0
571,224,1,2,1,0,4,0,0
576,225,3,3,0,1,0,0,1
577,226,1,3,1,1,1,0,0
580,227,3,2,0,1,0,0,0
581,228,1,4,0,2,1,0,0
584,229,3,4,1,0,1,1,0
586,230,3,4,1,0,3,0,1
590,231,2,2,2,0,3,0,0
595,232,1,2,0,1,2,0,0
598,233,2,4,1,0,3,1,1
602,234,3,4,1,0,3,0,0
606,235,2,1,0,1,2,0,0
609,236,2,2,0,1,1,0,0
611,237,3,3,0,1,2,0,0
614,238,2,3,2,0,3,0,0
619,239,1,2,0,1,0,0,0
620,240,3,4,2,0,1,1,1
623,241,2,3,0,1,2,0,0
626,242,2,3,1,0,4,0,0
631,243,1,1,0,1,2,0,0
634,244,2,2,0,1,0,0,0
635,245,3,3,1,0,0,0,0
636,246,1,1,1,0,2,0,0
639,247,2,3,1,0,2,0,0
642,248,3,2,0,1,1,0,0
644,249,3,1,0,1,0,0,0
645,250,2,3,1,0,2,0,1
648,251,3,4,1,0,0,1,0
649,252,3,2,1,0,0,0,1
650,253,3,4,1,0,2,0,0
653,254,3,4,1,0,0,1,0
654,255,2,4,1,1,1,0,0
657,256,2,4,1,1,1,1,0
660,257,3,4,1,0,3,1,1
664,258,3,4,1,0,2,0,0
667,259,3,3,0,1,0,0,1
668,260,1,1,0,1,3,0,0
672,261,3,4,0,1,3,1,0
676,262,2,1,0,1,0,0,0
677,263,1,4,0,1,2,0,0
680,264,3,3,1,0,3,0,0
684,265,1,1,0,1,3,0,0
688,266,3,4,1,1,2,0,1
692,267,1,2,0,1,2,0,0
695,268,3,4,1,0,2,1,0
698,269,3,4,1,0,2,1,1
701,270,3,4,1,0,2,0,0
704,271,2,4,1,0,2,0,0
707,272,2,3,1,0,1,0,0
709,273,1,2,1,0,2,0,0
712,274,2,3,0,2,2,0,0
716,275,3,4,1,0,2,0,0
719,276,3,4,2,0,1,0,0
722,277,1,2,1,1,1,0,0
725,278,2,4,1,1,1,0,1
728,279,2,3,1,0,2,0,0
731,280,1,2,0,1,3,0,0
735,281,1,1,1,0,2,0,0
738,282,1,2,1,0,2,0,0
741,283,1,2,0,1,1,0,0
743,284,1,2,1,0,3,0,0
747,285,1,4,0,1,2,0,1
750,286,1,2,1,0,2,0,0
753,287,1,3,1,0,2,0,1
756,288,3,4,1,0,3,0,0
760,289,2,2,0,1,2,0,0
763,290,1,2,2,0,1,0,0
766,291,1,2,0,2,3,0,0
771,292,3,4,0,2,1,1,0
774,293,2,4,0,2,2,0,1
778,294,2,2,1,0,1,0,0
780,295,3,4,0,1,2,0,0
783,296,2,2,1,0,3,0,0
787,297,2,4,0,0,3,1,1
790,298,3,4,1,0,3,0,0
794,299,3,4,0,2,1,1,1
797,300,2,1,0,2,0,0,0
799,301,2,2,1,0,2,0,0
802,302,3,3,1,0,3,0,0
806,303,1,1,0,1,0,0,0
807,304,1,3,0,2,2,0,0
811,305,1,2,1,0,2,0,0
814,306,3,4,1,0,2,0,1
817,307,3,3,1,0,0,0,1
818,308,1,1,0,1,1,0,0
820,309,3,4,0,1,1,0,0
822,310,2,2,0,1,0,0,0
823,311,1,1,1,1,1,0,0
826,312,1,1,1,0,2,0,0
829,313,2,1,0,1,0,0,0
830,314,2,3,2,0,2,0,0
834,315,3,4,1,0,2,0,1
837,316,3,4,1,0,2,0,0
840,317,2,2,1,0,0,0,1
841,318,2,2,1,0,2,1,1
844,319,2,1,0,1,0,0,0
845,320,3,4,0,1,3,1,0
849,321,3,4,1,0,2,0,0
852,322,3,3,0,1,2,0,1
855,323,2,3,0,2,1,0,0
858,324,2,4,1,0,2,0,0
861,325,3,3,0,0,3,0,0
864,326,1,1,0,1,1,0,0
866,327,2,3,1,0,2,0,0
869,328,1,2,1,0,1,0,0
871,329,2,3,1,0,1,0,0
873,330,2,3,1,0,2,0,0
876,331,2,1,1,0,1,0,0
878,332,2,2,1,0,2,0,1
881,333,3,4,2,0,2,1,0
885,334,2,2,0,1,2,0,0
888,335,1,1,0,1,2,0,0
891,336,2,2,0,1,2,0,1
894,337,3,2,0,1,1,0,0
896,338,3,3,0,1,2,0,1
899,339,1,1,0,2,1,0,0
902,340,1,1,0,1,2,0,0
905,341,3,2,0,1,2,0,0
908,342,1,1,0,1,2,0,0
911,343,1,1,1,0,2,0,1
914,344,1,1,0,1,1,0,0
916,345,2,3,0,3,1,0,0
920,346,2,3,1,0,4,0,0
925,347,2,2,0,1,2,0,1
928,348,1,1,1,0,3,0,0
932,349,1,1,0,1,2,0,0
935,350,3,2,1,0,2,0,0
938,351,2,2,1,0,1,0,0
940,352,2,4,1,1,1,1,0
943,353,1,2,0,1,2,0,1
946,354,3,2,1,0,0,0,0
947,355,2,2,0,1,2,0,1
950,356,3,3,1,0,2,0,1
953,357,3,3,0,1,3,0,0
957,358,3,4,1,0,4,0,1
962,359,2,2,0,1,0,0,0
963,360,2,2,0,2,1,0,0
966,361,2,1,0,1,3,0,0
970,362,3,2,1,1,0,0,0
972,363,2,4,0,1,1,0,1
974,364,1,1,1,0,1,0,0
976,365,3,3,1,0,0,0,0
977,366,1,1,0,1,2,0,1
980,367,2,2,0,1,1,0,0
982,368,3,4,0,1,3,1,1
986,369,2,2,1,0,2,0,1
989,370,1,1,0,1,2,0,0
992,371,2,2,0,1,0,0,1
993,372,2,2,1,0,0,0,0
994,373,1,1,0,1,2,0,0
997,374,3,3,1,0,1,0,1
999,375,3,3,0,1,2,0,0
1002,376,3,2,1,0,0,0,0
1003,377,2,3,1,0,1,0,0
1005,378,1,1,0,1,2,0,0
1008,379,2,2,1,0,0,0,0
1009,380,1,1,0,1,1,0,0
1011,381,3,2,1,0,0,0,0
1012,382,2,2,1,0,0,0,0
1013,383,2,2,0,1,2,0,1
1016,384,1,1,0,2,1,0,0
1019,385,1,2,0,2,3,0,0
1024,386,2,3,1,0,2,0,1
1027,387,2,2,0,1,2,0,0
1030,388,2,3,0,2,1,0,1
1033,389,2,2,1,0,3,0,0
1037,390,2,2,1,0,1,0,0
1039,391,1,1,1,0,1,0,0
1041,392,3,4,0,1,2,1,0
1044,393,1,2,1,0,2,0,1
1047,394,1,2,0,2,1,0,0
1050,395,1,2,0,1,3,0,0
1054,396,1,1,0,1,1,0,1
1056,397,3,3,1,0,0,0,0
1057,398,3,4,1,0,1,1,1
1059,399,3,2,1,0,3,0,0
1063,400,1,1,0,1,2,0,0
1066,401,2,3,1,0,0,0,0
1067,402,3,4,1,2,1,0,0
1071,403,1,1,0,1,1,0,0
1073,404,3,2,0,1,0,0,0
1074,405,2,2,0,1,1,0,1
1076,406,3,4,1,0,2,0,0
1079,407,3,3,1,0,1,0,0
1081,408,2,3,1,0,2,0,0
1084,409,3,2,2,0,0,0,1
1086,410,1,2,0,1,1,0,0
1088,411,3,3,0,1,3,0,0
1092,412,2,3,1,0,0,0,0
1093,413,2,4,1,0,1,1,0
1095,414,2,1,0,2,1,0,0
1098,415,1,2,1,0,3,0,0
1102,416,2,2,0,1,1,0,1
1104,417,1,1,0,1,2,0,0
1107,418,2,2,0,1,0,0,0
1108,419,3,4,1,0,1,0,0
1110,420,1,2,1,0,2,0,0
1113,421,3,3,1,0,1,0,0
1115,422,3,4,2,0,3,0,0
1120,423,3,4,1,1,2,0,1
1124,424,3,4,1,0,2,1,0
1127,425,3,2,0,1,1,0,0
1129,426,1,2,0,1,3,0,0
1133,427,3,4,2,0,5,1,1
1140,428,3,1,1,0,2,0,0
1143,429,2,3,1,0,2,0,0
1146,430,3,4,2,0,1,0,0
1149,431,3,4,0,1,3,0,1
1153,432,3,3,0,1,2,0,0
1156,433,3,1,0,1,2,0,0
1159,434,1,1,0,1,1,0,0
1161,435,1,2,0,1,2,0,0
1164,436,2,2,1,0,3,0,0
1168,437,2,2,1,0,3,0,0
1172,438,3,3,0,2,1,0,1
1175,439,1,2,1,0,2,0,0
1178,440,3,2,0,1,0,0,0
1179,441,2,4,1,1,0,1,1
1181,442,1,1,0,1,2,0,0
1184,443,3,4,0,1,2,1,0
1187,444,2,2,1,0,1,0,1
1189,445,1,1,0,1,2,0,0
1192,446,2,4,2,0,1,1,0
1195,447,3,4,0,1,2,0,1
1198,448,3,4,0,1,1,1,0
1200,449,2,1,0,1,0,0,0
1201,450,1,2,1,0,2,0,0
1204,451,1,2,1,2,1,0,0
1208,452,3,3,1,0,1,0,1
1210,453,2,3,1,0,1,0,0
1212,454,1,1,0,1,2,0,0
1215,455,1,2,0,1,1,0,0
1217,456,3,2,1,0,1,0,0
1219,457,3,4,1,0,3,0,1
1223,458,3,4,3,0,4,0,1
1230,459,3,3,1,1,1,0,0
1233,460,3,3,1,0,2,0,0
1236,461,3,4,2,0,1,0,1
1239,462,3,2,1,1,0,0,0
1241,463,2,4,2,0,3,0,0
1246,464,3,4,0,1,0,1,0
1247,465,3,4,1,0,2,0,0
1250,466,3,3,1,1,0,0,0
1252,467,2,4,0,1,2,0,0
1255,468,3,4,1,0,1,0,0
1257,469,3,3,1,0,3,0,0
1261,470,1,1,1,0,2,0,0
1264,471,2,1,0,1,0,0,1
1265,472,1,2,1,0,0,0,0
1266,473,1,2,0,2,1,0,0
1269,474,2,2,1,0,0,0,0
1270,475,3,3,1,0,0,1,0
1271,476,1,2,1,1,3,0,0
1276,477,3,2,1,0,0,0,0
1277,478,1,3,1,0,1,0,0
1279,479,3,3,1,0,0,0,0
1280,480,2,2,1,0,0,0,0
1281,481,1,2,1,0,2,0,0
1284,482,3,4,1,0,3,1,0
1288,483,1,1,0,1,1,0,0
1290,484,3,3,1,0,0,1,0
1291,485,3,4,2,1,3,0,1
1297,486,3,2,1,0,0,0,1
1298,487,1,2,1,0,1,0,0
1300,488,3,3,1,0,0,1,0
1301,489,2,2,1,0,0,0,0
1302,490,2,2,1,0,2,0,0
1305,491,3,2,0,1,0,0,0
1306,492,2,4,2,0,1,0,1
1309,493,1,2,0,1,1,0,0
1311,494,3,2,1,0,0,0,1
1312,495,1,2,1,0,2,0,0
1315,496,3,3,1,0,0,0,1
1316,497,1,2,1,0,3,0,0
1320,498,3,2,0,1,3,0,0
1324,499,3,3,1,0,2,0,0
1327,500,3,3,1,0,2,0,0
1330,501,2,2,1,0,3,0,0
1334,502,1,2,1,0,2,0,0
1337,503,2,3,0,1,1,0,1
1339,504,2,2,0,1,2,0,0
1342,505,1,2,0,1,1,0,0
1344,506,3,2,1,0,0,0,0
1345,507,1,1,0,1,2,0,0
1348,508,2,2,1,0,1,0,0
1350,509,3,2,0,2,1,0,0
1353,510,2,2,1,0,2,0,1
1356,511,3,3,0,1,3,0,0
1360,512,1,2,1,0,2,0,0
1363,513,2,2,0,1,3,0,0
1367,514,2,1,0,1,1,0,0
1369,515,3,2,1,0,2,0,1
1372,516,2,3,2,0,2,0,0
1376,517,2,2,1,0,1,0,0
1378,518,3,3,1,0,2,0,1
1381,519,1,1,0,1,1,0,0
1383,520,1,2,1,0,1,0,0
1385,521,2,2,1,0,0,0,0
1386,522,1,1,0,1,3,0,0
1390,523,2,3,0,2,1,0,0
1393,524,2,2,0,1,2,0,0
1396,525,1,2,1,0,1,0,0
1398,526,3,2,1,0,2,0,0
1401,527,3,3,0,1,2,0,0
1404,528,3,2,0,1,2,0,0
1407,529,1,2,0,2,0,0,0
1409,530,1,2,0,0,3,0,1
1412,531,3,2,1,0,2,0,0
1415,532,1,2,1,0,3,0,0
1419,533,1,1,1,0,1,0,0
1421,534,3,4,0,2,2,0,0
1425,535,3,4,0,3,1,0,0
1429,536,3,2,1,0,2,0,0
1432,537,2,3,0,1,2,0,0
1435,538,3,4,0,2,1,0,0
1438,539,3,2,0,0,2,0,0
1440,540,2,3,1,0,3,0,1
1444,541,1,2,1,0,2,0,0
1447,542,1,2,1,0,2,0,0
1450,543,3,4,2,0,1,0,1
1453,544,1,2,0,1,2,0,0
1456,545,1,2,0,1,1,0,0
1458,546,1,1,0,1,1,0,0
1460,547,2,2,1,0,2,0,1
1463,548,1,2,1,0,2,0,0
1466,549,2,3,1,1,2,0,0
1470,550,2,2,0,1,2,0,0
1473,551,2,2,1,0,2,0,0
1476,552,3,2,0,2,2,0,0
1480,553,1,1,0,1,2,0,0
1483,554,2,1,1,0,2,0,0
1486,555,1,2,0,1,2,0,0
1489,556,2,3,0,1,2,0,1
1492,557,3,3,1,0,2,0,1
1495,558,3,4,0,2,1,1,1
1498,559,1,2,0,1,3,0,0
1502,560,2,2,2,0,2,0,0
1506,561,2,2,0,1,3,0,1
1510,562,2,2,0,2,2,0,1
1514,563,1,2,1,0,1,0,0
1516,564,1,1,0,1,2,0,0
1519,565,3,2,0,1,2,0,1
1522,566,1,1,0,2,1,0,0
1525,567,3,3,1,1,1,1,0
1528,568,1,1,1,0,1,0,0
1530,569,1,2,1,0,2,0,1
1533,570,2,2,1,1,2,0,1
1537,571,3,4,0,2,3,0,1
1542,572,2,3,0,2,2,0,0
1546,573,3,4,0,1,2,1,0
1549,574,2,2,0,1,2,0,0
1552,575,3,4,1,0,2,1,0
1555,576,3,4,1,0,3,0,1
1559,577,1,2,0,1,2,0,0
1562,578,2,2,0,1,3,0,0
1566,579,1,1,0,1,2,0,0
1569,580,2,2,1,0,2,0,0
1572,581,1,2,1,0,2,0,0
1575,582,2,2,0,1,2,0,1
1578,583,3,3,1,0,3,0,1
1582,584,1,2,0,1,2,0,1
1585,585,3,2,1,0,1,0,0
1587,586,2,3,0,1,1,0,1
1589,587,3,4,1,1,2,0,1
1593,588,3,3,1,0,1,0,1
1595,589,1,1,1,0,1,0,0
1597,590,3,4,0,1,2,0,0
1600,591,2,3,1,0,1,0,1
1602,592,2,2,1,0,1,0,0
1604,593,3,4,1,0,2,1,1
1607,594,1,3,1,0,1,0,1
1609,595,2,2,0,1,2,0,0
1612,596,2,2,0,1,4,0,0
1617,597,3,2,0,1,2,0,0
1620,598,3,2,0,1,1,0,0
1622,599,1,2,0,1,2,0,0
1625,600,3,4,0,1,4,1,0
1630,601,3,3,1,1,2,0,0
1634,602,3,4,1,0,2,1,0
1637,603,2,2,1,1,3,0,0
1642,604,3,4,0,2,1,1,0
1645,605,3,2,1,0,1,0,1
1647,606,1,2,0,1,4,0,0
1652,607,2,2,0,2,1,0,0
1655,608,1,2,2,0,2,0,0
1659,609,3,3,1,0,2,0,1
1662,610,2,2,0,1,1,0,1
1664,611,3,2,1,0,2,0,0
1667,612,2,3,1,0,4,0,0
1672,613,1,1,1,0,1,0,0
1674,614,1,1,0,1,3,0,0
1678,615,3,4,1,0,2,0,1
1681,616,1,2,1,0,1,0,0
1683,617,3,2,1,0,1,0,0
1685,618,3,2,1,0,3,0,0
1689,619,3,4,0,1,4,0,1
1694,620,3,4,1,0,2,1,0
1697,621,3,3,1,0,2,0,1
1700,622,2,4,0,1,2,1,0
1703,623,2,2,0,1,2,0,1
1706,624,1,2,1,0,1,0,0
1708,625,3,4,1,0,3,0,1
1712,626,3,2,1,1,1,0,0
1715,627,3,2,0,2,1,0,0
1718,628,3,3,1,0,1,0,1
1720,629,1,1,1,0,1,0,0
1722,630,1,2,1,0,1,0,0
1724,631,2,2,1,0,0,0,0
1725,632,3,4,0,2,1,0,1
1728,633,2,4,0,1,3,0,0
1732,634,1,2,1,0,0,0,0
1733,635,3,2,1,0,2,1,0
1736,636,2,4,2,0,1,1,1
1739,637,3,4,1,0,2,0,1
1742,638,2,2,1,0,1,0,1
1744,639,3,2,0,0,2,0,0
1746,640,3,2,1,1,1,0,1
1749,641,2,2,1,0,0,0,0
1750,642,3,4,0,2,2,0,1
1754,643,2,2,0,1,2,0,0
1757,644,3,3,0,1,2,0,1
1760,645,2,4,0,1,1,0,1
1762,646,1,1,0,1,2,0,0
1765,647,3,3,1,0,2,1,0
1768,648,2,4,0,1,2,0,0
1771,649,3,4,0,2,1,0,1
1774,650,1,2,1,0,1,0,0
1776,651,1,4,1,0,2,1,0
1779,652,3,4,0,1,3,0,0
1783,653,1,2,1,0,1,0,1
1785,654,3,4,0,1,4,0,1
1790,655,2,3,1,0,1,0,1
1792,656,1,2,1,1,1,0,0
1795,657,2,2,1,1,2,0,0
1799,658,3,4,0,2,2,1,0
1803,659,1,3,1,1,0,0,1
1805,660,1,2,0,1,3,0,0
1809,661,1,1,0,1,2,0,0
1812,662,3,4,0,2,2,1,0
1816,663,1,3,0,1,1,0,1
1818,664,1,1,0,1,1,0,0
